PlantYear,Cross,Female,Male,Location,Crop,Plot,Rep,Planted,Survival,Stool,Stalk,Height,Dia,PlotWeight,Brix,TRS,Fiber,Moisture,Pol. Reading,Purity,Sucrose %,MD Index,Spec Residual Outlier,Bu Wt,Bustalks,SW
2020,CP18-0270,L14-282,HoCP09-804,NI,2,18,2,32,22,,236,228.8,20.26,565,19.14026184,229.2566092,12.57695236,70.79102173,69.7335434,83.29037712,16.22139208,0.209512627,NO,13.6,,
2020,CP18-0517,Ho15-964,L12-201,NI,2,19,2,32,20,,243,222,19.8,305,19.05121613,245.000892,12.79185944,70.57703247,72.73823547,87.32296692,16.92764745,0.172190482,NO,16.2,,
2020,CP18-1387,Ho12-615,HoCP14-885,NI,2,20,2,32,14,,217,208.3,22.71,375,20.23625031,261.0351624,12.3619278,69.8704895,77.87070465,87.5024116,18.01753953,0.16685867,NO,15.95,,
2020,CP18-1041,Ho13-708,Ho12-630,NI,2,21,2,32,21,,175,224.4,20.67,335,19.69947357,245.7475222,13.20684662,69.71150513,73.92948151,85.56218147,17.15070148,0.176129137,NO,18.4,,
2020,CP18-1576,HoCP14-826,HoCP14-885,NI,2,22,2,32,28,,250,233.8,20.14,445,18.47545624,219.5421613,12.6944458,70.97601318,66.74666595,82.85710989,15.57651763,0.159452652,NO,17.7,,
2020,CP18-1596,Ho15-972,Ho16-609,NI,2,23,2,32,23,,270,225.4,19.27,325,19.45451508,243.478924,13.38414459,69.86804199,73.08061218,85.7471045,16.97404277,0.18555558,NO,14.85,,
2020,CP18-1015,Ho14-809,Ho11-512,NI,2,24,2,32,20,,235,215.5,19.72,345,19.78503265,236.7588138,12.77641449,69.68440552,72.26509094,83.23940451,16.75757433,0.216583718,NO,15.05,,
2020,CP18-0372,L14-282,L12-201,NI,2,25,2,32,22,,244,233.1,21.12222222,470,19.09620361,242.8419456,12.61565704,70.50440063,72.37878418,86.66784399,16.8403242,0.188737499,NO,15.8,,
2020,CP18-1342,Ho13-739,HoL15-508,NI,2,26,2,32,15,,143,219.2,22.95,290,19.29213562,242.5091047,12.65306702,70.4050415,72.62594604,85.99877234,16.88176989,0.175312135,NO,15.65,*9,
2020,CP18-1618,HoCP14-897,HoCP14-830,NI,2,27,2,32,22,,255,237.9,21.9,475,18.9823761,236.5774924,12.99880981,70.5378418,70.94551849,85.50816606,16.51595094,0.166578115,NO,15.2,,
2020,CP18-1330,HoCP15-996,HoCP14-885,NI,2,28,2,32,29,,309,244,19.7,505,18.39899445,220.7450529,13.22228394,70.85180054,66.86658478,83.38156712,15.61023927,0.168898598,NO,15.15,,
2020,CP18-1176,Ho13-739,Ho13-708,NI,2,29,2,32,18,,177,217.2,20.2,395,20.12597809,264.17462,13.31826019,69.14842529,78.32072449,88.53828346,18.13149071,0.18769308,NO,16,,
2020,CP18-0198,L13-257,L12-201,NI,2,30,2,32,15,,232,225.1,20.52,375,18.91465454,222.6965686,11.97532806,71.26063232,68.06600189,82.35829051,15.85079888,0.266349635,NO,19.5,,
2020,CP18-1324,Ho13-739,Ho11-573,NI,2,31,2,32,6,,93,223.8888889,24.73333333,185,18.75060883,242.7872025,14.00561676,69.80934448,71.81616974,87.72564018,16.73737468,0.166134081,NO,13.55,*7,
2020,CP18-1182,HoCP14-830,Ho13-708,NI,2,32,2,32,19,,234,230.1,21.77,455,18.92080231,239.2299987,13.50222168,70.02220459,71.37724304,86.33418713,16.62140649,0.17581228,NO,17.4,,
2020,CP18-1043,HoCP14-826,Ho12-630,NI,2,33,2,32,16,,183,238,23.88,410,19.36912231,238.6947305,12.66400681,70.26482544,71.98604584,84.87046318,16.72676412,0.155478553,NO,21.35,,
2020,XL16-002,L07-057,L99-233,NI,2,34,2,32,11,,149,230.2,16.49,250,18.84237671,240.228743,13.37425995,70.06942749,71.45174408,86.81692168,16.64506454,0.172722112,NO,14.5,,
2020,XL16-188,L05-457,HOCP96-540,NI,2,35,2,32,16,,247,233.5,17.22,300,17.46116638,212.1417046,12.26423874,72.006427,63.69981384,84.07471824,14.93771226,0.203430276,NO,11.1,,
2020,XL16-326,HOCP01-517,HOCP96-540,NI,2,36,2,32,8,,128,245.4444444,22.25,320,19.34121857,246.2386763,12.68597794,70.28876953,73.45091248,86.73422381,17.06945863,0.175041162,NO,20.2,,
2020,XL17-211,CP83-644,HO11-532,NI,2,37,2,32,11,,180,236.4,21.68,330,17.50187225,198.6666054,12.15780716,72.31238403,61.08998108,80.42702648,14.32293234,0.177656688,NO,18.3,,
2020,XL17-226,LCP81-010,HO13-705,NI,2,38,2,32,12,,161,240.7,20.92,285,17.81285858,200.605768,14.44029388,70.53032227,61.95159149,80.01887182,14.50345469,0.195726151,NO,16.9,,
2020,CP18-1921 POLY,Ho16-666,Poly18-4,NI,2,39,2,32,22,,227,220.5,21.95,390,17.86990662,219.3219017,12.0358017,72.07832031,65.75785828,84.64099115,15.39034806,0.183944875,NO,13.2,,
2020,HB 19-3031,Ho18-9248,HoCP14-802,NI,2,40,2,32,14,,215,227.8,20.42,455,18.01060638,220.7554093,13.98762817,70.34440918,66.26184845,84.56655998,15.49788443,0.186500332,NO,14.6,,
2020,CP18-0651,HoCP16-685,HoL15-993,NI,2,41,2,32,15,,171,215.7,20.49,320,17.4416275,203.0442925,14.91825867,70.23634644,61.86587524,81.7532368,14.5089967,0.177949206,NO,14.05,,
2020,CP18-0489,HoCP16-685,Ho12-630,NI,2,42,2,32,13,,134,217.8,22.68,240,18.41800385,224.4071488,13.12767944,70.8244873,67.62586212,84.23364314,15.78605321,0.172021863,NO,15,*9,
2020,CP18-0966,Ho13-708,Ho15-930,NI,2,43,2,32,5,,96,196.1111111,20.86666667,185,18.21316833,220.5328736,13.29947052,70.77027588,66.53370667,83.88774404,15.54638559,0.184179062,NO,12.3,,
2020,CP18-1884,Ho13-739,HoCP14-885,NI,2,44,2,32,8,,141,201.6,21.8,220,18.16173706,205.179236,12.22886658,71.78440552,63.39860535,80.18103389,14.81748356,0.200298808,NO,14.1,,
2020,CP18-1417,Ho16-680,Ho07-613,NI,2,45,2,32,14,,169,239.7,19.14,380,19.32805481,243.2405924,12.68107224,70.07996216,72.82988739,86.06496981,16.92622025,0.171561334,NO,15.05,,
2020,CP18-1394,Ho15-972,HoCP14-885,NI,2,46,2,32,14,,171,229.2,19.59,285,18.91220093,236.7454381,13.67445984,69.98273315,70.86742401,85.76008888,16.50337295,0.15506287,NO,16.1,,
2020,CP18-1901 POLY,Ho07-613,Poly18-3,NI,2,47,2,32,24,,244,236.6,20.75,380,19.35813751,234.9146829,12.19985275,70.59984131,71.2120285,84.01003903,16.54779665,0.172333168,NO,16.05,,
2020,HB 17-3183,Ho16-9068,HoCP12-650,NI,2,48,2,32,19,,263,237.4,19.43,520,19.44960327,236.0689075,11.85849762,70.71032715,71.58921814,84.02044105,16.62804237,0.242034717,NO,13.3,,
2020,HB 17-3208,HoCP14-902,Ho16-9061,NI,2,49,2,32,,,,,,,,,,,,,,,,,,
2020,CP18-1611,HoCP14-831,Ho11-573,NI,2,50,2,32,,,,,,,,,,,,,,,,,,
2020,CP18-0661,HoCP16-685,HoCP14-897,NI,3,1,1,,,5,51,106.75,,35,,,,,,,,,,,,
2020,CP18-0994,HoCP14-830,HoL15-501,NI,3,2,1,,,14,178,161.6,24.39,285,18.98921661,225.1127413,13.06031952,70.97214355,68.66625977,82.72850232,15.98481554,0.157752989,NO,16.35,,
2020,CP18-0283,Ho16-617,L12-201,NI,3,3,1,,,8,105,123.875,21.36666667,95,18.89720612,227.6760595,12.78389664,71.39567871,69.0327301,83.61218788,16.07728114,0.150375555,NO,6.5,6,
2020,CP18-0515,HoCP16-685,L12-201,NI,3,4,1,,,13,151,157.6,22.12222222,235,16.9341629,193.9397965,12.80850067,72.76505737,59.28942108,80.89048713,13.93819713,0.180130334,NO,13.85,9,
2020,CP18-0869,HoL15-501,HoCP96-540,NI,3,5,1,,,12,123,138.7,17.2875,200,18.23051605,218.0632089,11.44066849,72.49944458,66.06928253,83.21599456,15.43658359,0.216501942,NO,7.2,8,
2020,CP18-0194,L09-112,L12-201,NI,3,6,1,,,17,220,144.3,23.26,280,17.75485687,209.3711743,12.24224319,72.5197937,63.60308838,82.44317499,14.89420417,0.160325747,NO,13.15,,
2020,CP18-0644,Ho13-739,HoL15-993,NI,3,7,1,,,14,169,154.8,19.7,325,18.55078125,213.4480409,12.62664795,71.690271,65.64990997,81.13531086,15.31501855,0.160014567,NO,11.3,,
2020,CP18-0991,Ho13-708,HoL15-501,NI,3,8,1,,,15,136,151.2,23.08888889,145,20.57880402,252.8870885,14.07933655,68.65283203,76.79286957,84.71165522,17.7381661,0.139460229,NO,12.35,9,
2020,CP18-1008,Ho15-963,HoCP15-506,NI,3,9,1,,,8,82,130.25,22.73,105,18.95796967,225.7329315,12.02204666,71.70351563,68.74075317,82.9673002,16.00457701,0.161723291,NO,13.35,,
2020,CP18-0968,HoCP14-826,Ho15-930,NI,3,10,1,,,15,165,149.6,23.69,280,20.3631134,245.3286959,12.60380249,70.13707275,74.92018127,83.61021066,17.32402955,0.155746625,NO,13.25,,
2020,CP18-1425,Ho16-601,Ho07-613,NI,3,11,1,,,18,236,192.1,21.8,395,18.96180725,234.0900204,14.06357269,70.00507813,70.41596985,84.97044033,16.39430517,0.154754376,NO,16.05,,
2020,CP18-0397,HoCP14-823,HoCP04-838,NI,3,12,1,,,18,252,190.1,20.24,500,17.97253113,200.2288143,12.83695374,72.00107422,62.12220764,79.46577705,14.53231481,0.175275348,NO,12.8,11,
2020,CP18-1039,HoCP14-885,Ho12-630,NI,3,13,1,,,18,253,199.8,24.16666667,560,18.65828552,222.787734,11.80241394,71.9954834,67.68054199,83.11992896,15.78055657,0.165570214,NO,17.65,9,
2020,CP18-1395,Ho15-985,HoCP14-885,NI,3,14,1,,,16,221,179.4,22.4,250,20.13280182,251.6629507,13.09459839,69.8192749,75.81866455,85.67788757,17.55166767,0.123894312,NO,15.85,,
2020,CP18-1042,Ho16-600,Ho12-630,NI,3,15,1,,,12,136,179.8,24.73,330,20.03846436,252.684278,12.53217087,70.26206665,75.8702774,86.17975127,17.57175305,0.160932956,NO,19.15,,
2020,CP18-1612,HoCP15-996,Ho11-573,NI,3,16,1,,,13,141,156.625,20.82222222,140,19.31921387,222.237487,12.43455963,71.14348145,68.6135025,81.12295016,15.9469857,0.148466081,NO,13.15,9,
2020,CP18-1786,Ho13-739,HoCP14-885,NI,3,17,1,,,18,273,178.6,20.98,440,18.91301117,230.0150264,12.26479187,71.42254639,69.52477264,84.13134763,16.19063727,0.146645511,NO,13.65,,
2020,CP18-0270,L14-282,HoCP09-804,NI,3,18,1,,,20,211,158.9,19.96,325,18.43600464,210.9062231,13.51235657,71.28313599,64.96442413,80.83259834,15.16347594,0.175194182,NO,12.6,,
2020,CP18-0517,Ho15-964,L12-201,NI,3,19,1,,,17,230,169.3,21.98,290,18.0986618,218.4732419,12.4993187,72.03535767,65.94526672,83.7177732,15.41734359,0.127621203,NO,16.05,,
2020,CP18-1387,Ho12-615,HoCP14-885,NI,3,20,1,,,17,205,138.1,22.14,245,19.92818451,245.4028389,11.92479095,71.13895264,74.22982788,84.82884643,17.20111958,0.173178325,NO,11.55,,
2020,CP18-1041,Ho13-708,Ho12-630,NI,3,21,1,,,16,215,161.6,22.38,290,18.8140564,221.2702169,13.50787354,70.70250854,67.6227951,82.29952391,15.75524579,0.163263056,NO,15.6,,
2020,CP18-1576,HoCP14-826,HoCP14-885,NI,3,22,1,,,15,253,162.8,24.43,340,19.26640167,232.1420919,13.15919037,70.55495605,70.51105499,83.61643734,16.39221676,0.130224408,NO,14.9,,
2020,CP18-1596,Ho15-972,Ho16-609,NI,3,23,1,,,16,183,157,18.98,210,18.91552277,221.3920394,13.28211823,70.95411987,67.80687714,82.0406452,15.79038918,0.156665318,NO,11.1,,
2020,CP18-1015,Ho14-809,Ho11-512,NI,3,24,1,,,9,128,157.2857143,19.2,150,18.53057861,221.3463223,13.45017395,71.01530151,67.19260406,83.14051243,15.6764274,0.17739424,NO,6.95,6,
2020,CP18-0372,L14-282,L12-201,NI,3,25,1,,,10,132,185.2,20.76666667,210,19.56729889,232.9279797,13.05805511,70.45388184,71.14840698,82.95322924,16.51617951,0.185773773,NO,10.05,9,
2020,CP18-1342,Ho13-739,HoL15-508,NI,3,26,1,,,12,133,141.9,22.5,190,19.16771088,235.5487281,12.57584839,71.23306274,71.03508759,84.71217098,16.52195672,0.13046351,NO,11.2,,
2020,CP18-1618,HoCP14-897,HoCP14-830,NI,3,27,1,,,14,206,168,19.87,205,20.14125977,245.3734975,14.7951828,68.78545532,74.56900024,84.22683476,17.26165885,0.180337763,NO,11.25,,
2020,CP18-1330,HoCP15-996,HoCP14-885,NI,3,28,1,,,14,163,172.7,22.24,275,17.64634399,189.3347622,13.88559418,71.62463379,59.45900345,77.58558361,13.93096467,0.143100975,NO,13.1,,
2020,CP18-1176,Ho13-739,Ho13-708,NI,3,29,1,,,13,113,116.7,25.1625,135,20.75497589,250.4767274,11.61177979,70.3802124,76.59594727,83.70422891,17.67726415,0.196009482,NO,9.15,8,
2020,CP18-0198,L13-257,L12-201,NI,3,30,1,,,5,60,60.6,,20,,,,,,,,,,,,
2020,CP18-1324,Ho13-739,Ho11-573,NI,3,31,1,,,10,85,119.5,20.68888889,105,18.79764557,219.3105338,12.63350754,71.40324707,67.20587921,81.87001631,15.65935075,0.137246989,NO,9.5,,
2020,CP18-1182,HoCP14-830,Ho13-708,NI,3,32,1,,,23,263,157.9,24.48,395,19.02741089,225.4746532,12.96818542,71.0019165,68.79894257,82.70667657,16.01274121,0.175479393,NO,16.55,,
2020,CP18-1043,HoCP14-826,Ho12-630,NI,3,33,1,,,23,245,153.2,22.31,325,20.25614319,242.0846751,12.43617172,70.3196228,74.09436798,83.16907884,17.14210173,0.157200835,NO,13.1,,
2020,XL16-002,L07-057,L99-233,NI,3,34,1,,,15,219,145.1,18.31111111,185,18.89112091,219.5945689,13.3654953,70.69370728,67.40955353,81.67490519,15.69971559,0.122350338,NO,6.8,9,
2020,XL16-188,L05-457,HOCP96-540,NI,3,35,1,,,21,276,184.3,18.95,430,19.42434998,235.465549,13.82437134,69.87294312,71.42805481,83.95060108,16.59264886,0.156114829,NO,12.15,,
2020,XL16-326,HOCP01-517,HOCP96-540,NI,3,36,1,,,15,221,182.9,20.72222222,325,19.05025482,233.1723126,14.0110672,70.109021,70.37317657,84.48834709,16.37732704,0.136145358,NO,12.95,9,
2020,XL17-211,CP83-644,HO11-532,NI,3,37,1,,,14,290,214.1,21.69,610,17.09617767,184.4494773,13.58659515,72.10308228,57.65653229,77.85761935,13.54395684,0.169514833,NO,18.85,,
2020,XL17-226,LCP81-010,HO13-705,NI,3,38,1,,,13,217,169.4444444,20.89,345,19.59026031,224.3974473,12.93153076,70.63098755,69.47611237,80.89946652,16.12617183,0.148004066,NO,11,,
2020,CP18-1921 POLY,Ho16-666,Poly18-4,NI,3,39,1,,,22,248,186.8,22.76,400,18.84689636,222.1590409,12.9511795,70.96994019,67.85190582,82.4213939,15.80611785,0.178972367,NO,14.95,,
2020,HB 19-3031,Ho18-9248,HoCP14-802,NI,3,40,1,,,17,276,164.8,18.96,400,18.05942383,217.8836004,13.24326782,71.43662109,65.76687622,83.68842133,15.37852505,0.15857309,NO,9,,
2020,CP18-0651,HoCP16-685,HoL15-993,NI,3,41,1,,,14,137,159.1,21.57,240,18.24751587,215.2169126,13.40490417,71.13249512,65.52927399,82.45222599,15.30916674,0.122552941,NO,13.25,,
2020,CP18-0489,HoCP16-685,Ho12-630,NI,3,42,1,,,13,190,181.1,18.71,275,17.81474915,207.9665066,15.18861847,70.42198486,63.41656876,81.90165715,14.84628587,0.166052628,NO,14.65,11,
2020,CP18-0966,Ho13-708,Ho15-930,NI,3,43,1,,,15,161,165.8,20.52,280,18.64489899,217.8351192,13.46404266,70.84268799,66.67182922,81.94518272,15.54636576,0.154486752,NO,10.55,,
2020,CP18-1884,Ho13-739,HoCP14-885,NI,3,44,1,,,18,227,162.7,21.97,315,18.28752136,212.7519208,12.34365082,72.21986694,65.10087585,81.71831907,15.20616468,0.159773234,NO,12.15,,
2020,CP18-1417,Ho16-680,Ho07-613,NI,3,45,1,,,14,211,151,22,220,18.41656647,212.4560594,14.00884705,70.64296265,65.24289703,81.27236569,15.22989765,0.14197915,NO,14.95,,
2020,CP18-1394,Ho15-972,HoCP14-885,NI,3,46,1,,,22,309,148.1,20.47,320,19.2184845,216.1904885,13.47361298,70.39833374,67.24481964,79.96055804,15.63652964,0.163581096,NO,11.95,,
2020,CP18-1901 POLY,Ho07-613,Poly18-3,NI,3,47,1,,,22,263,186.8,22.05,440,19.09321442,222.2771581,12.83297882,70.8328064,68.26400757,81.75470763,15.88317196,0.130874528,NO,14.15,,
2020,HB 17-3183,Ho16-9068,HoCP12-650,NI,3,48,1,,,20,339,199.1,17.94,410,19.52043457,232.2170583,14.93774109,68.85922241,70.93113708,82.91739777,16.46950568,0.123395035,NO,10.45,,
2020,HB 17-3208,HoCP14-902,Ho16-9061,NI,3,49,1,,,9,180,199.7142857,19.74,220,19.00503845,230.0768262,13.64262543,70.51052856,69.68294525,83.8770792,16.22024725,0.148181049,NO,12.5,,
2020,CP18-1611,HoCP14-831,Ho11-573,NI,3,50,1,,,13,204,193,21.1,315,20.55978394,251.1418864,13.87770081,69.09033203,76.41043091,84.37568712,17.6514866,0.183790297,NO,15.45,,
2020,CP18-0661,HoCP16-685,HoCP14-897,NI,3,1,2,,,5,47,156.5,23,255,17.76918793,202.8117838,12.64027328,72.17688599,62.3225975,80.71271906,14.59334928,0.165139128,NO,9.7,8,
2020,CP18-0994,HoCP14-830,HoL15-501,NI,3,2,2,,,16,231,154.4,24.25,240,19.54674835,220.077433,12.47368164,70.86258545,68.54163361,80.00597918,15.9126454,0.15409693,NO,13.6,,
2020,CP18-0283,Ho16-617,L12-201,NI,3,3,2,,,7,118,153,21.16,150,17.75624237,191.4212079,11.35609741,73.22962646,60.04079819,77.8191002,14.05991476,0.249873683,NO,10.95,,
2020,CP18-0515,HoCP16-685,L12-201,NI,3,4,2,,,15,193,148.2,18.92,160,18.02077026,205.8369235,13.27524567,71.4086853,63.31150055,80.75168674,14.80711233,0.240573253,NO,10.25,,
2020,CP18-0869,HoL15-501,HoCP96-540,NI,3,5,2,,,14,231,120.8,21.4,180,19.53175964,241.6624642,12.28678818,71.06176147,72.8409729,85.09589624,16.91201699,0.163955479,NO,8.95,,
2020,CP18-0194,L09-112,L12-201,NI,3,6,2,,,15,153,136.9,21.88888889,170,20.10743408,244.4147078,12.92147217,70.04052124,74.32159424,84.10258011,17.20724694,0.218211741,NO,10.6,9,
2020,CP18-0644,Ho13-739,HoL15-993,NI,3,7,2,,,10,155,174.6,22.09,255,19.59285889,222.9116558,12.9506134,70.34110718,69.18257904,80.54596474,16.05783594,0.147151387,NO,16.65,,
2020,CP18-0991,Ho13-708,HoL15-501,NI,3,8,2,,,15,119,121.3,22.72222222,150,17.7469986,197.9707733,12.06576691,72.26965332,61.32721329,79.53133296,14.36179075,0.390370774,NO,10.2,9,
2020,CP18-1008,Ho15-963,HoCP15-506,NI,3,9,2,,,6,54,114.1666667,19.4,75,18.43333282,201.4421375,11.56382675,72.55439453,63.07482529,78.49383067,14.72260998,0.140556121,NO,5.7,,
2020,CP18-0968,HoCP14-826,Ho15-930,NI,3,10,2,,,19,210,161.5,24.05,300,19.02103271,226.8054619,13.1481781,70.57531738,69.05473328,83.04457707,16.07277217,0.645848101,NO,15.4,9,
2020,CP18-1425,Ho16-601,Ho07-613,NI,3,11,2,,,7,107,126.2857143,20.76666667,125,18.62866058,200.3647532,12.38814011,71.67885132,63.16265488,77.70586936,14.72925809,0.139482374,NO,6.1,6,
2020,CP18-0397,HoCP14-823,HoCP04-838,NI,3,12,2,,,12,179,161,19.5,225,17.63801727,201.3205855,12.24126129,72.45032349,61.82507706,80.71425844,14.48589867,0.215086649,NO,10.65,,
2020,CP18-1039,HoCP14-885,Ho12-630,NI,3,13,2,,,20,250,170.7,22.99,405,19.97026367,234.7147339,13.16562653,70.09430542,72.15267181,82.26439227,16.71633674,0.144284785,NO,12,,
2020,CP18-1395,Ho15-985,HoCP14-885,NI,3,14,2,,,22,280,143.1,20.6,225,18.31003876,221.4019454,11.49803391,72.32714844,66.85816193,83.81189928,15.6149416,1.416792852,YES,10.4,,
2020,CP18-1042,Ho16-600,Ho12-630,NI,3,15,2,,,19,211,165.3,24.82,390,18.99852448,225.7841487,11.39565811,72.02963867,68.81509399,82.86346396,16.01874085,0.176289429,NO,15.9,,
2020,CP18-1612,HoCP15-996,Ho11-573,NI,3,16,2,,,12,142,196.6,23.58571429,320,18.1850769,189.6468942,13.07154083,71.72651367,60.3440361,76.21140706,14.10199448,0.139576659,NO,13.9,7,
2020,CP18-1786,Ho13-739,HoCP14-885,NI,3,17,2,,,16,194,169.5,20.89,270,17.947258,202.8598474,12.04760132,72.47935181,62.60625839,80.20742771,14.64731808,0.274999353,NO,14.35,,
2020,CP18-0270,L14-282,HoCP09-804,NI,3,18,2,,,18,282,162.2,24.22,280,18.48207703,197.5864968,11.50909195,72.53859863,62.38199234,77.40874232,14.55748012,0.182411809,NO,13.35,,
2020,CP18-0517,Ho15-964,L12-201,NI,3,19,2,,,14,180,148.4,20.64285714,320,18.87438965,228.5474066,13.56628571,70.47460938,69.17061615,83.88972488,16.11117092,0.116280228,NO,8.6,7,
2020,CP18-1387,Ho12-615,HoCP14-885,NI,3,20,2,,,12,184,152,20.59,220,18.76873474,222.1298891,11.63969421,72.00020752,67.72303772,82.63863216,15.78205436,0.153461173,NO,8.55,,
2020,CP18-1041,Ho13-708,Ho12-630,NI,3,21,2,,,14,137,130.5,23.23,120,18.58035278,217.9660227,11.85156479,72.08021851,66.59680176,82.16286165,15.53370063,0.225988077,NO,11.05,,
2020,CP18-1576,HoCP14-826,HoCP14-885,NI,3,22,2,,,22,256,148.7,20.36,325,18.39570313,215.4742083,13.22123108,71.09927979,65.81156158,82.08195103,15.36418336,1.497341742,YES,11.15,,
2020,CP18-1596,Ho15-972,Ho16-609,NI,3,23,2,,,20,220,162.4,20,290,19.5810257,229.9285102,12.09240189,71.17531128,70.56946564,82.21504729,16.38068906,0.164744955,NO,12.8,,
2020,CP18-1015,Ho14-809,Ho11-512,NI,3,24,2,,,12,153,140.7142857,20.59,145,20.02703094,236.957996,13.03472137,69.86929321,72.69434357,82.6240377,16.83714305,0.249024622,NO,10.45,,
2020,CP18-0372,L14-282,L12-201,NI,3,25,2,,,16,259,164.7,21.48,255,19.39533844,226.9667218,11.47238541,71.80281982,69.68065643,82.03093723,16.18901607,0.175364503,NO,12.25,,
2020,CP18-1342,Ho13-739,HoL15-508,NI,3,26,2,,,9,108,151.5,23.05,200,18.25002441,198.1080158,11.87485886,72.42219238,62.12773895,78.16055826,14.51431422,0.144390157,NO,9.9,6,
2020,CP18-1618,HoCP14-897,HoCP14-830,NI,3,27,2,,,18,265,200.2,21.85,425,17.72584991,194.5127713,11.83557587,72.76559448,60.60822296,78.70062752,14.19484588,0.334986526,NO,17.75,11,
2020,CP18-1330,HoCP15-996,HoCP14-885,NI,3,28,2,,,18,258,199.3333333,22.31111111,520,19.09299774,217.3206895,11.71666336,71.74786377,67.27308655,80.56895441,15.65262812,0.191828723,NO,15.6,9,
2020,CP18-1176,Ho13-739,Ho13-708,NI,3,29,2,,,14,141,174.3333333,21.1,365,18.22707214,210.8969113,13.74346771,70.91080322,64.63764954,81.42954227,15.10234282,0.144934118,NO,11.25,7,
2020,CP18-0198,L13-257,L12-201,NI,3,30,2,,,13,178,151.4,21.3875,350,19.3298584,235.3785425,12.53871155,71.08462524,71.25969696,84.20083941,16.56115081,0.168293395,NO,9.15,8,
2020,CP18-1324,Ho13-739,Ho11-573,NI,3,31,2,,,3,44,164.3333333,24.56,80,17.815448,216.6730727,12.73151703,72.30975952,65.14704895,84.13296846,15.25135319,0.160928353,NO,9.35,5,
2020,CP18-1182,HoCP14-830,Ho13-708,NI,3,32,2,,,17,227,153.7,23.37,380,19.32281189,214.3495966,11.57341537,71.36373901,67.04100037,79.2476077,15.58123598,0.421458998,NO,13.7,,
2020,CP18-1043,HoCP14-826,Ho12-630,NI,3,33,2,,,12,140,148.1,24.76,205,18.41571198,221.161592,11.15696411,72.45990601,66.97573853,83.43516128,15.63446563,0.957655128,NO,15.7,,
2020,XL16-002,L07-057,L99-233,NI,3,34,2,,,6,113,153,17.96666667,110,18.79254303,210.8247246,12.49115906,71.50648804,65.5043869,79.82089626,15.26326947,0.12739856,NO,4.85,6,
2020,XL16-188,L05-457,HOCP96-540,NI,3,35,2,,,15,212,171.2,17.12,245,18.48130341,215.9787449,13.46162262,70.93591919,66.04575348,81.95877612,15.41251385,0.152062626,NO,8.45,,
2020,XL16-326,HOCP01-517,HOCP96-540,NI,3,36,2,,,9,148,170.8888889,24.2875,195,18.95532837,234.2489316,11.21463928,72.04437866,70.43741608,85.02803646,16.39981242,1.32165705,YES,11.6,8,
2020,XL17-211,CP83-644,HO11-532,NI,3,37,2,,,9,155,171,20.81111111,260,17.07234192,184.8987038,12.31486511,72.90991211,57.70947647,78.04670905,13.55792146,0.206223734,NO,11.15,9,
2020,XL17-226,LCP81-010,HO13-705,NI,3,38,2,,,10,157,180.5,19.85555556,220,17.71770935,184.1987838,13.98418884,71.38498535,58.5480423,76.06333461,13.7128698,0.175527516,NO,9.15,9,
2020,CP18-1921 POLY,Ho16-666,Poly18-4,NI,3,39,2,,,17,204,168.5,21.44,315,18.61896515,219.2069165,10.86887817,72.58342896,66.90472412,82.35625901,15.60262132,1.077954067,NO,11.6,,
2020,HB 19-3031,Ho18-9248,HoCP14-802,NI,3,40,2,,,13,227,172.8,21.02,235,18.59712982,210.0834963,13.46999817,70.91358643,65.05148315,80.17746633,15.17202918,0.303300692,NO,11.1,,
2020,CP18-0651,HoCP16-685,HoL15-993,NI,3,41,2,,,13,162,151,21.35,260,18.13852539,200.3302326,14.31327057,70.7678894,62.39805222,79.02539417,14.58525634,0.142709613,NO,12.5,,
2020,CP18-0489,HoCP16-685,Ho12-630,NI,3,42,2,,,11,115,157.2222222,21.22222222,100,18.41438599,207.9414894,12.52998047,71.66723633,64.34018707,80.15820013,15.01933201,0.150133712,NO,11.8,9,
2020,CP18-0966,Ho13-708,Ho15-930,NI,3,43,2,,,6,120,142.8333333,20.06666667,150,19.96465607,226.9932868,13.18515625,69.7913269,70.59391022,80.51200078,16.35565235,0.14997197,NO,6.25,6,
2020,CP18-1884,Ho13-739,HoCP14-885,NI,3,44,2,,,7,110,163.5,22.7,210,18.29042358,208.908056,11.21387482,72.84179688,64.3401413,80.7494623,15.02826418,0.210859738,NO,6.55,5,
2020,CP18-1417,Ho16-680,Ho07-613,NI,3,45,2,,,16,205,162.5,19.39,185,20.0454834,222.5131101,12.5774498,70.29477539,69.8237381,79.28108844,16.17080187,0.272846362,NO,11.85,,
2020,CP18-1394,Ho15-972,HoCP14-885,NI,3,46,2,,,11,149,154.4,21.5,200,18.43153839,209.8886992,13.56798248,70.94781494,64.75476074,80.59297662,15.11486247,0.148170706,NO,7.6,6,
2020,CP18-1901 POLY,Ho07-613,Poly18-3,NI,3,47,2,,,18,205,174.7,21.48,285,17.24082794,178.2828082,11.22931747,73.69471436,56.65347672,75.80935364,13.29922489,0.211584327,NO,14.25,,
2020,HB 17-3183,Ho16-9068,HoCP12-650,NI,3,48,2,,,12,186,160.7,18.64,365,16.54075928,151.0036654,12.28517456,73.46585693,50.21725464,70.2725684,11.82732924,0.15908099,NO,9.45,,
